85,-0.63,1.41,31.94,1.22,2.12,-1.13
86,-0.63,1.41,31.94,-0.25,-3.98,-0.88
87,-0.62,1.42,31.91,-2.33,2.60,1.56
88,-0.62,1.42,31.91,2.80,2.11,4.73
89,-0.62,1.42,31.91,-2.33,-0.58,-1.37
90,-0.62,1.42,31.91,-0.62,2.60,5.71
91,-0.63,1.43,31.93,-1.94,1.88,2.30
92,-0.63,1.43,31.93,0.26,2.62,6.45
93,-0.63,1.43,31.92,-4.17,-0.28,2.78
94,-0.63,1.43,31.92,-0.02,-2.72,1.56
95,-0.63,1.43,31.92,3.15,-1.99,4.49
96,-0.63,1.43,31.92,0.95,-1.26,2.54
97,-0.63,1.42,31.93,1.43,1.67,4.74
98,-0.63,1.42,31.93,2.40,2.16,6.45
99,-0.62,1.42,31.95,-7.21,0.55,-0.39
100,-0.62,1.42,31.95,-3.30,3.72,4.49
101,-0.62,1.42,31.95,1.82,5.92,7.17
102,-0.61,1.41,31.95,4.99,0.61,-1.14
103,-0.61,1.41,31.95,2.06,-2.32,0.82
104,-0.61,1.41,31.95,-3.31,1.59,2.53
105,-0.61,1.40,31.95,-3.32,1.30,4.72
106,-0.61,1.40,31.95,-3.57,-3.82,3.50
107,-0.61,1.40,31.95,-4.30,-2.11,-2.11
108,-0.60,1.40,31.95,-2.65,-4.34,1.30
109,-0.60,1.40,31.95,-0.69,-2.87,6.92
110,-0.60,1.40,31.95,0.04,-1.16,0.08
111,-0.61,1.41,31.98,0.60,4.76,1.31
112,-0.61,1.41,31.98,-2.09,4.03,-1.38
113,-0.61,1.41,31.98,-1.84,-0.86,-0.40
114,-0.61,1.41,31.98,-3.26,0.81,3.02
115,-0.61,1.41,31.98,2.35,3.50,6.92
116,-0.61,1.41,31.98,0.89,-4.31,1.55
117,-0.60,1.41,31.99,-0.76,2.00,4.24
118,-0.60,1.41,31.99,0.21,-2.88,4.24
119,-0.60,1.41,31.99,-0.52,5.42,0.33
120,-0.61,1.40,31.99,1.80,-1.88,4.24
121,-0.61,1.40,31.99,1.07,-3.10,2.77
122,-0.61,1.40,31.99,-0.88,5.93,3.26
123,-0.61,1.40,31.99,2.47,2.76,7.90
124,-0.61,1.40,31.99,-0.22,-2.61,2.52
125,-0.60,1.36,31.98,-5.48,-3.18,-3.84
126,-0.60,1.36,31.98,-4.99,-2.69,1.78
127,-0.60,1.36,31.98,-4.01,0.48,-3.84
128,-0.60,1.36,31.98,-7.43,-5.13,4.22
129,-0.60,1.37,31.98,0.15,-0.96,1.29
130,-0.60,1.37,31.98,-1.80,3.19,-2.13
131,-0.60,1.36,31.98,-8.79,0.70,2.02
132,-0.60,1.36,31.98,-7.08,-8.82,2.51
133,-0.60,1.36,31.98,-7.08,-2.71,1.77
134,-0.60,1.36,31.98,-6.83,0.22,-2.13
135,-0.60,1.37,31.95,-1.52,-2.99,-0.18
136,-0.60,1.37,31.96,-2.43,-7.53,6.42
137,-0.60,1.37,31.96,1.97,1.74,3.49
138,-0.60,1.37,31.96,-4.38,-4.12,-4.32
139,-0.60,1.37,31.96,-2.18,-0.45,2.76
140,-0.60,1.37,31.96,-2.92,0.52,4.95
141,-0.61,1.38,31.96,1.63,4.54,-0.90
142,-0.61,1.38,31.98,0.22,-0.14,3.98
143,-0.61,1.38,31.98,3.88,-5.27,6.91
144,-0.61,1.38,31.98,3.15,6.70,5.94
145,-0.61,1.38,31.98,-4.91,-4.78,5.94
146,-0.61,1.38,31.98,-2.71,3.28,-0.41
147,-0.61,1.39,31.98,-2.62,1.35,2.03
148,-0.61,1.39,31.95,-2.38,-0.29,-1.14
149,-0.61,1.39,31.95,0.55,-2.49,3.01
150,-0.61,1.39,31.95,0.55,-4.20,-0.65
151,-0.61,1.39,31.95,-2.62,-3.71,-0.65
152,-0.61,1.39,31.95,2.02,-2.49,0.57
153,-0.61,1.39,31.97,-2.58,-0.29,-1.14
154,-0.61,1.39,31.97,-4.78,1.66,5.94
155,-0.61,1.39,31.97,-2.83,1.41,-0.65
156,-0.61,1.39,31.97,-5.03,0.19,-1.87
157,-0.61,1.39,31.97,-3.56,-2.98,0.08
158,-0.61,1.39,31.97,-4.29,-4.93,-1.38
159,-0.62,1.39,31.98,0.09,0.01,1.30
160,-0.61,1.39,31.99,4.02,1.90,-2.36
161,-0.61,1.39,31.99,4.02,2.14,-1.87
162,-0.61,1.39,31.99,-3.79,-1.52,0.81
163,-0.61,1.39,31.99,-1.35,3.12,4.96
164,-0.61,1.39,31.99,-1.60,-5.67,4.48
165,-0.61,1.39,31.99,-2.06,6.32,0.81
166,-0.61,1.39,31.99,1.85,-2.74,4.72
167,-0.61,1.39,31.99,1.12,3.37,3.01
168,-0.61,1.39,31.99,1.36,1.66,0.81
169,-0.61,1.39,31.99,0.14,0.19,4.96
170,-0.61,1.39,31.99,0.63,-4.69,-2.12
171,-0.61,1.40,32.01,-1.21,1.39,2.28
172,-0.61,1.40,32.03,-1.17,-0.57,3.99
173,-0.61,1.40,32.03,-0.68,-4.23,1.06
174,-0.61,1.40,32.03,-1.41,1.39,4.72
175,-0.61,1.40,32.03,-3.61,-2.03,4.97
176,-0.61,1.39,32.03,2.30,-0.91,6.18
177,-0.60,1.39,32.02,1.29,-5.84,2.52
178,-0.60,1.39,32.02,1.29,-0.71,-0.17
179,-0.60,1.39,32.02,-3.10,-1.20,-2.12
180,-0.60,1.39,32.02,-4.32,-6.57,-1.14
181,-0.60,1.39,32.02,-6.52,-1.69,-4.07
182,-0.61,1.39,32.02,-1.59,1.84,2.52
183,-0.61,1.39,32.02,-0.08,3.63,6.43
184,-0.61,1.39,32.02,2.36,3.88,-0.89
185,-0.61,1.39,32.02,-2.53,4.85,1.55
186,-0.61,1.39,32.02,4.55,3.88,4.23
187,-0.61,1.39,32.02,-7.90,-4.18,2.77
188,-0.61,1.40,32.03,-1.23,0.70,5.70
189,-0.61,1.40,32.01,-2.23,-4.65,3.01
190,-0.61,1.40,32.01,2.17,1.21,4.23
191,-0.61,1.40,32.01,-4.67,-1.72,3.50
192,-0.61,1.40,32.01,-0.52,-1.72,3.26
193,-0.62,1.41,32.00,-1.59,-2.42,3.51
194,-0.62,1.41,32.00,-2.32,-2.18,0.33
195,-0.61,1.40,32.00,-6.41,1.15,5.45
196,-0.61,1.40,32.00,1.16,0.42,3.99
197,-0.61,1.40,32.00,-3.97,-0.80,5.45
198,-0.61,1.40,32.00,-3.72,-1.04,10.09
199,-0.61,1.39,32.03,-2.59,2.13,4.23
200,-0.61,1.39,32.03,-4.05,4.58,1.06
201,-0.61,1.37,32.06,-5.18,3.86,-1.39
202,-0.61,1.37,32.06,-1.52,-0.54,-1.64
203,-0.61,1.37,32.06,0.19,-0.05,4.47
204,-0.63,1.35,32.06,1.32,-1.69,2.02
205,-0.63,1.35,32.06,-5.27,0.76,1.53
206,-0.63,1.35,32.06,-3.81,3.20,5.19
207,-0.63,1.35,32.06,-1.84,-7.07,-4.57
208,-0.63,1.35,32.06,-5.99,-0.97,-0.91
209,-0.63,1.35,32.06,-1.10,0.99,1.78
210,-0.63,1.35,32.05,-1.31,3.43,-2.37
211,-0.63,1.35,32.05,-3.99,-0.48,2.75
212,-0.63,1.35,32.05,1.13,1.48,7.64
213,-0.63,1.37,32.05,-2.76,-4.41,8.62
214,-0.63,1.37,32.05,-3.98,6.58,6.91
215,-0.63,1.37,32.05,-6.42,-0.74,7.64
216,-0.63,1.38,32.05,5.95,2.49,8.87
217,-0.63,1.38,32.05,-1.62,2.25,1.79
218,-0.63,1.38,32.05,-1.37,2.25,4.47
219,-0.64,1.38,32.03,-1.08,0.89,4.23
220,-0.64,1.38,32.03,-7.92,3.08,6.92
221,-0.64,1.38,32.03,-2.79,1.13,5.21
222,-0.64,1.38,32.05,-2.02,-3.51,3.50
223,-0.64,1.38,32.05,2.86,6.75,5.45
224,-0.64,1.38,32.05,5.06,3.33,3.26
225,-0.64,1.38,32.06,-0.37,3.84,-0.41
226,-0.64,1.38,32.06,-2.08,-3.73,-1.38
227,-0.64,1.37,32.07,0.52,-2.53,1.05
228,-0.64,1.37,32.07,-0.70,0.15,3.25
229,-0.64,1.37,32.07,-1.44,7.23,1.79
230,-0.64,1.37,32.07,-1.92,0.64,-0.90
231,-0.63,1.37,32.09,-6.37,4.10,-2.12
232,-0.63,1.37,32.09,-9.30,3.61,0.07
233,-0.62,1.38,32.10,-2.25,-1.86,2.76
234,-0.62,1.38,32.10,-0.55,6.68,4.23
235,-0.62,1.38,32.10,-3.72,3.02,0.57
236,-0.62,1.38,32.10,-1.03,4.73,3.01
237,-0.63,1.39,32.10,2.72,-3.69,5.21
238,-0.63,1.39,32.10,-2.90,-2.47,-0.90
239,-0.63,1.39,32.09,2.50,0.48,8.38
240,-0.63,1.39,32.09,-1.65,1.21,2.04
241,-0.63,1.39,32.09,1.04,4.14,2.28
242,-0.63,1.39,32.09,-1.16,-3.43,3.99
243,-0.62,1.39,32.09,-0.34,-1.60,8.87
244,-0.62,1.40,32.13,1.90,3.72,1.06
245,-0.62,1.40,32.13,-3.48,-3.12,0.57
246,-0.62,1.40,32.13,-6.65,1.52,3.99
247,-0.62,1.40,32.13,2.63,-2.14,0.33
248,-0.62,1.40,32.13,-2.99,0.06,-0.89
249,-0.62,1.39,32.11,4.41,-1.69,6.18
250,-0.61,1.39,32.10,0.99,-5.63,1.30
251,-0.61,1.39,32.10,-3.65,-0.02,-3.10
252,-0.61,1.39,32.10,-2.92,0.47,1.54
253,-0.61,1.39,32.10,-1.21,-4.41,1.54
254,-0.61,1.39,32.10,0.25,-1.00,-1.14
255,-0.61,1.39,32.09,-1.46,-6.17,-1.63
256,-0.61,1.39,32.08,-1.19,0.08,4.72
257,-0.61,1.39,32.08,1.99,-0.41,-1.14
258,-0.61,1.39,32.08,6.38,-0.41,-0.41
259,-0.61,1.39,32.08,-3.63,0.57,6.43
260,-0.61,1.39,32.08,1.26,-2.85,1.05
261,-0.61,1.40,32.09,-0.23,3.01,3.50
262,-0.61,1.42,32.09,-3.54,1.67,1.07
263,-0.61,1.42,32.09,-3.29,1.18,1.31
264,-0.61,1.42,32.09,0.86,-1.26,-2.84
265,-0.61,1.42,32.09,2.32,-0.28,-0.15
266,-0.61,1.42,32.09,3.05,-1.01,0.09
267,-0.62,1.42,32.11,-4.49,0.54,2.78
268,-0.63,1.42,32.11,4.11,-2.41,5.71
269,-0.63,1.42,32.11,1.91,2.23,4.98
270,-0.63,1.42,32.11,2.88,-1.43,1.56
271,-0.63,1.42,32.11,0.44,-2.41,1.56
272,-0.63,1.42,32.11,-1.51,1.99,-1.12
273,-0.63,1.42,32.11,-1.15,-2.23,4.00
274,-0.62,1.41,32.12,-3.89,5.76,4.24
275,-0.62,1.41,32.12,-3.16,-5.23,3.27
276,-0.62,1.41,32.12,-5.85,0.39,-1.86
277,-0.62,1.41,32.12,2.45,1.12,7.66
278,-0.62,1.41,32.12,1.72,-0.35,1.07
279,-0.61,1.40,32.12,0.83,2.66,-3.09
280,-0.61,1.40,32.12,-4.55,-0.77,2.53
281,-0.61,1.40,32.12,-3.08,1.91,1.80
282,-0.61,1.40,32.12,3.02,2.40,1.55
283,-0.61,1.40,32.12,-8.45,-0.04,2.04
284,-0.61,1.41,32.13,3.86,2.60,4.73
285,-0.61,1.41,32.14,-2.94,-0.61,4.97
286,-0.61,1.41,32.14,-1.72,2.57,2.29
287,-0.61,1.41,32.14,-0.98,2.57,5.22
288,-0.61,1.41,32.14,0.72,-0.61,3.51
289,-0.61,1.41,32.14,3.17,5.25,5.70
290,-0.61,1.42,32.11,0.80,1.19,1.07
291,-0.62,1.42,32.09,0.62,-5.06,0.09
292,-0.62,1.42,32.09,0.37,-0.67,1.80
293,-0.62,1.42,32.09,-1.34,2.99,-7.23
294,-0.62,1.42,32.09,-0.61,-0.42,4.49
295,-0.62,1.42,32.09,-0.36,2.02,5.22
296,-0.61,1.42,32.08,2.35,0.93,-0.88
297,-0.61,1.41,32.08,3.38,-1.76,5.22
298,-0.61,1.41,32.08,1.42,1.90,1.07
299,-0.61,1.41,32.08,-1.75,2.39,0.58
300,-0.61,1.41,32.08,1.18,3.85,2.53
301,-0.61,1.41,32.08,3.86,-3.72,2.04
302,-0.61,1.40,32.06,-0.71,-2.00,-2.11
303,-0.61,1.40,32.07,-5.13,1.11,1.79
304,-0.61,1.40,32.07,-4.15,2.82,-1.38
305,-0.61,1.40,32.07,-0.73,-5.24,2.04
306,-0.61,1.40,32.07,3.17,1.84,1.79
307,-0.61,1.40,32.07,-2.69,-8.41,4.97
308,-0.61,1.41,32.08,-3.72,-0.89,0.58
309,-0.61,1.41,32.08,8.07,1.90,-2.11
310,-0.61,1.41,32.08,-4.14,2.14,5.22
311,-0.61,1.41,32.08,1.48,3.12,3.26
312,-0.61,1.41,32.08,-4.63,-6.40,0.82
313,-0.61,1.42,32.10,6.64,7.99,-2.11
314,-0.61,1.42,32.10,-2.88,-0.56,1.31
315,-0.62,1.42,32.10,-5.25,-5.58,1.56
316,-0.62,1.42,32.10,-1.35,3.46,0.83
317,-0.62,1.42,32.10,-3.30,-2.89,7.17
318,-0.62,1.42,32.10,-3.05,-0.21,3.51
319,-0.62,1.42,32.12,-0.08,1.32,0.34
320,-0.62,1.42,32.12,-1.06,3.27,-2.10
321,-0.61,1.41,32.13,-0.52,0.09,9.85
322,-0.61,1.41,32.13,0.46,-4.79,5.70
323,-0.61,1.41,32.13,-3.21,-6.26,-0.89
324,-0.61,1.41,32.13,-6.62,0.82,2.04
325,-0.60,1.40,32.13,-7.29,-0.21,-3.09
326,-0.60,1.40,32.13,1.25,-0.45,0.33
327,-0.60,1.40,32.13,-2.10,-0.74,-4.55
328,-0.60,1.40,32.13,-4.05,4.15,1.79
329,-0.60,1.40,32.13,-6.00,0.73,3.01
330,-0.60,1.42,32.14,-2.15,-1.74,4.48
331,-0.60,1.42,32.14,-4.10,1.68,0.33
332,-0.60,1.42,32.14,2.49,-3.20,-0.40
333,-0.60,1.44,32.12,2.16,-1.41,4.49
334,-0.60,1.44,32.12,0.45,-4.58,2.30
335,-0.60,1.44,32.12,0.69,0.54,0.83
336,-0.61,1.45,32.11,0.83,0.34,1.08
337,-0.61,1.45,32.11,4.73,0.10,2.06
338,-0.61,1.45,32.11,-5.28,-0.15,7.18
339,-0.60,1.45,32.10,-1.07,5.16,8.16
340,-0.60,1.45,32.10,6.25,-4.37,6.21
341,-0.60,1.45,32.10,3.32,-0.21,-0.14
342,-0.60,1.45,32.10,0.36,0.30,1.08
343,-0.60,1.45,32.10,-0.62,3.71,-0.14
344,-0.60,1.45,32.10,-2.57,-1.90,3.03
345,-0.61,1.45,32.12,1.12,2.51,6.70
346,-0.61,1.45,32.12,0.15,-0.90,4.99
347,-0.61,1.45,32.12,-1.07,5.69,4.74
348,-0.59,1.44,32.14,-0.09,-5.74,0.58
349,-0.59,1.44,32.14,-2.53,-1.10,5.96
350,-0.59,1.44,32.14,-6.68,3.05,0.10
351,-0.59,1.43,32.11,4.72,5.96,6.44
352,-0.59,1.43,32.11,-3.58,-2.83,-1.37
353,-0.59,1.43,32.10,-8.66,0.57,1.07
354,-0.59,1.43,32.10,-1.82,3.01,12.30
355,-0.59,1.43,32.10,-4.99,1.54,3.76
356,-0.59,1.43,32.10,-0.84,-3.09,0.10
357,-0.60,1.45,32.12,1.59,-1.76,1.81
358,-0.60,1.45,32.12,2.81,-3.23,2.06
359,-0.60,1.46,32.12,0.37,-2.66,7.92
360,-0.60,1.46,32.12,-2.56,2.22,-1.60
361,-0.60,1.46,32.12,0.86,-5.34,3.28
362,-0.60,1.46,32.12,1.10,3.20,4.02
363,-0.60,1.47,32.12,4.84,3.23,7.68
364,-0.60,1.47,32.12,1.91,-4.10,6.95
365,-0.60,1.47,32.11,-2.49,0.65,1.33
366,-0.60,1.47,32.11,2.39,-0.32,3.53
367,-0.60,1.47,32.11,2.39,-1.54,3.53
368,-0.60,1.47,32.11,-0.29,-4.72,4.99
369,-0.59,1.46,32.10,-5.58,3.40,7.43
370,-0.59,1.46,32.10,2.96,-3.43,2.30
371,-0.59,1.44,32.10,-3.63,0.25,0.34
372,-0.59,1.44,32.10,2.97,-4.39,3.76
373,-0.59,1.44,32.10,-1.43,2.93,-2.10
374,-0.59,1.44,32.10,-6.31,0.98,-4.54
375,-0.60,1.44,32.09,-4.25,-3.76,4.00
376,-0.59,1.43,32.08,-0.11,0.12,-3.57
377,-0.59,1.43,32.08,1.85,-1.10,1.32
378,-0.59,1.43,32.08,-4.50,1.83,2.05
379,-0.59,1.43,32.08,0.14,5.73,0.58
380,-0.59,1.43,32.08,3.07,-1.10,0.34
381,-0.59,1.44,32.09,0.97,9.62,78.74
382,-0.60,1.45,32.07,-4.08,-2.04,6.69
383,-0.60,1.45,32.07,-0.90,4.31,4.50
384,-0.60,1.45,32.07,0.07,-2.77,1.57
385,-0.60,1.45,32.07,0.81,1.62,0.83
386,-0.60,1.45,32.07,-3.34,-2.28,6.94
387,-0.60,1.44,32.08,1.01,-6.19,-0.39
388,-0.59,1.43,32.08,-1.00,-4.28,4.00
389,-0.59,1.43,32.08,2.42,-2.09,-0.40
390,-0.59,1.43,32.08,1.44,-2.57,5.46
391,-0.59,1.43,32.08,-0.76,-6.48,0.34
392,-0.59,1.43,32.08,2.90,-1.35,7.42
393,-0.60,1.42,32.08,-0.15,-1.55,3.51
394,-0.59,1.41,32.06,-3.05,-0.53,1.55
395,-0.59,1.41,32.06,-3.54,-4.44,-0.89
396,-0.59,1.41,32.06,-5.49,-0.29,5.70
397,-0.59,1.41,32.06,7.69,-2.73,4.48
398,-0.59,1.41,32.06,-2.07,-4.19,3.99
399,-0.58,1.41,32.06,-3.49,-1.16,-4.31
400,-0.58,1.41,32.05,1.47,1.98,-0.89
401,-0.58,1.41,32.05,-2.92,5.39,0.57
402,-0.58,1.41,32.05,0.50,-3.88,-0.89
403,-0.58,1.41,32.05,3.18,-0.22,7.90
404,-0.58,1.41,32.05,-3.65,-3.88,-3.82
405,-0.58,1.42,32.04,-2.34,-4.36,-2.84
406,-0.58,1.42,32.05,-0.87,2.99,1.31
407,-0.58,1.42,32.05,-1.11,-4.33,3.50
408,-0.58,1.42,32.05,1.08,1.04,4.72
409,-0.58,1.42,32.05,1.82,-5.31,2.53
410,-0.58,1.43,32.08,-0.25,-0.43,4.00
411,-0.58,1.43,32.09,0.55,-3.30,4.00
412,-0.58,1.43,32.09,2.75,1.58,1.56
413,-0.58,1.43,32.09,-7.02,-0.86,-1.62
414,-0.58,1.43,32.09,0.80,-4.04,0.34
415,-0.58,1.43,32.09,-0.18,-0.38,3.75
416,-0.58,1.43,32.10,-2.63,0.76,-0.89
417,-0.58,1.42,32.07,-6.16,-2.65,4.97
418,-0.58,1.42,32.07,2.87,-0.94,4.48
419,-0.58,1.42,32.07,-3.72,0.77,1.06
420,-0.58,1.42,32.07,-3.72,-0.94,5.95
421,-0.58,1.42,32.07,-3.24,2.72,7.17
422,-0.57,1.41,32.07,-5.15,1.31,5.21
423,-0.57,1.41,32.06,-1.24,-2.27,-4.56
424,-0.57,1.41,32.06,-1.00,2.37,3.74
425,-0.57,1.41,32.06,-2.46,-0.32,-1.63
426,-0.57,1.41,32.06,-2.22,-1.29,5.70
427,-0.57,1.41,32.09,3.90,-1.55,3.99
428,-0.57,1.41,32.09,-1.22,0.65,1.55
429,-0.57,1.41,32.09,-5.89,1.65,-0.16
430,-0.57,1.41,32.09,4.12,0.19,1.79
431,-0.57,1.41,32.09,5.59,-1.04,3.50
432,-0.57,1.41,32.09,-1.74,-5.67,8.14
433,-0.58,1.41,32.09,1.21,4.48,5.70
434,-0.58,1.41,32.09,0.73,-4.06,5.94
435,-0.58,1.41,32.07,7.84,-5.01,4.23
436,-0.58,1.41,32.07,-0.21,-1.84,7.41
437,-0.58,1.41,32.07,1.25,3.53,6.92
438,-0.58,1.41,32.07,-1.19,-4.28,3.26
439,-0.57,1.42,32.06,-0.65,-1.45,6.19
440,-0.57,1.42,32.06,-3.58,0.01,7.90
441,-0.57,1.40,32.05,-1.44,0.12,5.45
442,-0.57,1.40,32.05,-4.37,-3.54,-1.14
443,-0.57,1.40,32.05,0.76,-1.35,3.01
444,-0.57,1.40,32.03,2.68,-0.11,-1.15
445,-0.57,1.40,32.03,-8.30,2.33,5.69
446,-0.57,1.40,32.03,-3.42,-2.31,5.20
447,-0.57,1.40,32.04,-0.24,-4.74,3.25
448,-0.57,1.40,32.04,0.98,-1.32,4.96
449,-0.57,1.40,32.04,-3.90,-0.34,-0.66
450,-0.57,1.40,32.04,1.73,-4.98,3.98
451,-0.57,1.40,32.04,-4.62,-0.10,5.69
452,-0.57,1.40,32.04,-1.20,-0.10,4.96
453,-0.58,1.41,32.02,-2.25,0.29,2.04
454,-0.58,1.41,32.02,1.42,-2.88,3.74
455,-0.58,1.41,32.02,-2.49,-0.93,0.81
456,-0.58,1.41,32.03,3.88,0.30,-1.63
457,-0.58,1.41,32.03,3.15,3.47,5.21
458,-0.58,1.41,32.03,-0.52,-3.85,7.90
459,-0.58,1.41,31.98,-4.38,-0.20,-0.16
460,-0.58,1.41,31.98,-3.89,-0.44,7.41
461,-0.58,1.42,31.98,-1.89,-5.29,1.55
462,-0.58,1.42,31.98,-8.73,-0.65,3.99
463,-0.58,1.42,31.98,-2.38,-0.16,3.01
464,-0.58,1.42,31.98,2.50,-3.82,7.41
465,-0.57,1.40,31.99,-2.38,-5.18,-2.36
466,-0.57,1.40,31.99,-1.64,-2.49,-1.39
467,-0.57,1.39,31.99,-0.82,0.59,3.25
468,-0.57,1.39,31.99,0.64,-1.85,-2.12
469,-0.57,1.39,31.99,-1.31,-5.27,-0.42
470,-0.57,1.39,31.99,2.35,-1.85,-0.66
471,-0.57,1.39,31.98,-0.61,1.96,-2.12
472,-0.58,1.40,31.97,2.41,-3.60,2.76
473,-0.58,1.40,31.97,-3.69,-0.91,1.54
474,-0.58,1.40,31.97,0.22,-3.84,-5.05
475,-0.58,1.40,31.97,-3.44,3.00,1.79
476,-0.58,1.40,31.97,6.81,-4.33,4.23
477,-0.58,1.43,31.99,-3.68,-1.77,0.82
478,-0.58,1.44,31.97,8.01,-1.86,9.37
479,-0.58,1.44,31.97,1.66,-0.39,3.76
480,-0.58,1.44,31.97,-2.49,-1.61,4.25
481,-0.58,1.44,31.97,-3.71,-3.57,0.09
482,-0.58,1.44,31.97,-4.20,-6.74,1.80
483,-0.58,1.44,31.94,-1.27,2.56,4.25
484,-0.58,1.43,31.95,-2.64,-2.17,4.97
485,-0.58,1.43,31.95,0.53,-0.22,-2.60
486,-0.58,1.43,31.95,-0.93,-3.39,8.39
487,-0.58,1.43,31.95,-0.69,-5.34,0.33
488,-0.58,1.43,31.95,-0.69,2.47,3.26
489,-0.57,1.41,31.92,0.26,-1.81,-2.36
490,-0.56,1.40,31.93,0.52,-5.88,-2.37
491,-0.56,1.40,31.93,-3.63,-6.37,1.54
492,-0.56,1.40,31.93,-0.70,-1.00,-4.08
493,-0.56,1.40,31.93,-1.67,0.22,-4.32
494,-0.56,1.40,31.93,-2.89,-0.27,2.27
495,-0.56,1.40,31.93,-1.48,-4.90,3.49
496,-0.56,1.40,31.95,-3.95,2.74,1.54
497,-0.56,1.40,31.95,1.66,0.54,1.05
498,-0.56,1.40,31.95,-7.61,-0.43,3.74
499,-0.56,1.40,31.95,2.40,-3.85,2.76
500,-0.56,1.41,31.93,2.89,-2.63,-5.29
501,-0.57,1.41,31.93,-3.92,7.20,-0.16
502,-0.57,1.41,31.93,0.48,-2.81,-0.41
503,-0.57,1.41,31.93,-6.36,-5.00,7.89
504,-0.57,1.41,31.93,1.45,-0.12,1.55
505,-0.57,1.41,31.93,3.16,0.37,5.45
506,-0.57,1.41,31.94,-0.80,-2.09,-1.14
507,-0.57,1.41,31.94,6.02,-1.35,4.47
508,-0.57,1.41,31.94,3.34,3.78,1.54
509,-0.57,1.41,31.94,2.60,-4.77,1.06
510,-0.57,1.41,31.94,2.36,0.85,4.72
511,-0.57,1.41,31.94,-0.33,-5.01,0.81
512,-0.57,1.40,31.93,3.85,1.83,-2.61
513,-0.56,1.38,31.94,-4.50,3.64,-1.64
514,-0.56,1.38,31.94,-4.50,2.66,-2.86
515,-0.56,1.38,31.94,-3.52,-5.64,5.44
516,-0.56,1.38,31.94,-1.32,-1.98,-2.13
517,-0.56,1.38,31.93,-1.34,1.96,1.29
518,-0.56,1.38,31.93,-0.61,2.45,-1.64
519,-0.56,1.38,31.94,-1.36,1.99,6.66
520,-0.56,1.38,31.94,-1.60,-1.19,-0.18
521,-0.56,1.38,31.94,-1.84,-0.70,0.80
522,-0.56,1.38,31.94,-0.14,3.94,3.24
523,-0.56,1.38,31.95,4.57,4.85,1.04
524,-0.56,1.38,31.95,5.31,3.88,4.71
525,-0.57,1.39,31.96,0.58,0.36,9.84
526,-0.57,1.39,31.96,0.09,-1.84,3.25
527,-0.57,1.39,31.96,0.58,-4.52,0.56
